expID,date,loc1,loc2,numLoc,district,distCode,accidentType,weather,vehicleType,personType,ageRange,sex,utmXcoord,utmYcoord,alcoholPositive,person_id,long,lat
2025S062566,2025-05-27T18:35:00Z,"AVDA. NIZA, 59",,59,San Blas-Canillejas,20,Rear-end collision,SKC,passenger car,Driver,50 to 54 years,Female,448470.0,4475891.0,False,2,-3.607525182280162,40.43206333345548
2025S062566,2025-05-27T18:35:00Z,"AVDA. NIZA, 59",,59,San Blas-Canillejas,20,Rear-end collision,SKC,passenger car,Passenger,Menor de 5 years,Female,448470.0,4475891.0,False,3,-3.607525182280162,40.43206333345548
2025S062567,2025-05-27T17:25:00Z,CALLE ALCALA,PLAZA. CIBELES,48,Centro,1,Rear-end collision,SKC,bicycle,Driver,21 to 24 years,Male,441167.0,4474524.0,False,1,-3.6934935315475217,40.41926425309107
2025S062567,2025-05-27T17:25:00Z,CALLE ALCALA,PLAZA. CIBELES,48,Centro,1,Rear-end collision,SKC,van,Driver,55 to 59 years,Male,441167.0,4474524.0,False,2,-3.6934935315475217,40.41926425309107
2025S062569,2025-05-27T14:00:00Z,"CALLE PUERTO DE ALAZORES, 18",,18,Villa de Vallecas,18,Rear-end collision,SKC,passenger car,Driver,30 to 34 years,Female,446879.0,4469984.0,False,1,-3.6257885802684506,40.378749262175994
2025S062569,2025-05-27T14:00:00Z,"CALLE PUERTO DE ALAZORES, 18",,18,Villa de Vallecas,18,Rear-end collision,SKC,passenger car,Driver,35 to 39 years,Male,446879.0,4469984.0,False,2,-3.6257885802684506,40.378749262175994
2025S062570,2025-05-27T18:30:00Z,CALLE ALCALA,CALLE ALMERIA,204,Salamanca,4,Rear-end collision,SKC,Motocicleta hasta 125cc,Driver,25 to 29 years,Male,443729.0,4475766.0,False,1,-3.6634058580017896,40.43063004296431
2025S062570,2025-05-27T18:30:00Z,CALLE ALCALA,CALLE ALMERIA,204,Salamanca,4,Rear-end collision,SKC,Motocicleta hasta 125cc,Driver,55 to 59 years,Male,443729.0,4475766.0,False,2,-3.6634058580017896,40.43063004296431
2025S062570,2025-05-27T18:30:00Z,CALLE ALCALA,CALLE ALMERIA,204,Salamanca,4,Rear-end collision,SKC,Motocicleta hasta 125cc,Passenger,35 to 39 years,Female,443729.0,4475766.0,False,3,-3.6634058580017896,40.43063004296431
2025S062571,2025-05-27T19:20:00Z,"CALLE SAN NORBERTO, 4",,4,Villaverde,17,Run-off-road,SKC,passenger car,Driver,45 to 49 years,Male,441028.0,4465866.0,False,1,-3.694330656079458,40.34125842690978
2025S062571,2025-05-27T19:20:00Z,"CALLE SAN NORBERTO, 4",,4,Villaverde,17,Run-off-road,SKC,passenger car,Passenger,21 to 24 years,Male,441028.0,4465866.0,False,2,-3.694330656079458,40.34125842690978
2025S062572,2025-05-27T16:00:00Z,"AVDA. GRAN VIA DE SAN FRANCISCO, 7",,7,Centro,1,Rear-end collision,SKC,bicycle,Driver,21 to 24 years,Female,439522.0,4473319.0,False,1,-3.71276800050954,40.40829113372941
2025S062572,2025-05-27T16:00:00Z,"AVDA. GRAN VIA DE SAN FRANCISCO, 7",,7,Centro,1,Rear-end collision,SKC,van,Driver,45 to 49 years,Male,439522.0,4473319.0,False,2,-3.71276800050954,40.40829113372941
2025S062576,2025-05-27T17:45:00Z,AUTOV. M-30,CTRA. DEHESA DE LA VILLA,23NC38,Moncloa-Aravaca,9,Front-to-side collision,SKC,passenger car,Driver,21 to 24 years,Male,437039.0,4478421.0,False,1,-3.742534667609999,40.45406775927012
2025S062576,2025-05-27T17:45:00Z,AUTOV. M-30,CTRA. DEHESA DE LA VILLA,23NC38,Moncloa-Aravaca,9,Front-to-side collision,SKC,passenger car,Driver,30 to 34 years,Male,437039.0,4478421.0,False,2,-3.742534667609999,40.45406775927012
2025S062576,2025-05-27T17:45:00Z,AUTOV. M-30,CTRA. DEHESA DE LA VILLA,23NC38,Moncloa-Aravaca,9,Front-to-side collision,SKC,passenger car,Passenger,30 to 34 years,Female,437039.0,4478421.0,False,3,-3.742534667609999,40.45406775927012
2025S062594,2025-05-27T20:19:00Z,CALLE ISABEL LA CATOLICA,CALLE GRAN VIA,21,Centro,1,Collision with pedestrian,SKC,passenger car,Driver,55 to 59 years,Male,439827.0,4474867.0,False,1,-3.709320089805526,40.42225833610564
2025S062594,2025-05-27T20:19:00Z,CALLE ISABEL LA CATOLICA,CALLE GRAN VIA,21,Centro,1,Collision with pedestrian,SKC,passenger car,Passenger,55 to 59 years,Male,439827.0,4474867.0,False,2,-3.709320089805526,40.42225833610564
2025S062594,2025-05-27T20:19:00Z,CALLE ISABEL LA CATOLICA,CALLE GRAN VIA,21,Centro,1,Collision with pedestrian,SKC,passenger car,Pedestrian,30 to 34 years,Male,439827.0,4474867.0,False,3,-3.709320089805526,40.42225833610564
2025S062618,2025-05-27T15:30:00Z,"AUTOV. M-30, 32XC30",,32XC30,Fuencarral-El Pardo,8,Rear-end collision,SKC,van,Driver,50 to 54 years,Male,443017.0,4481713.0,False,1,-3.672333264932405,40.48415492951269
2025S062618,2025-05-27T15:30:00Z,"AUTOV. M-30, 32XC30",,32XC30,Fuencarral-El Pardo,8,Rear-end collision,SKC,passenger car,Driver,,,443017.0,4481713.0,False,2,-3.672333264932405,40.48415492951269
2025S062637,2025-05-27T21:00:00Z,"CALLE ESPERANZA, 7",,7,Centro,1,Collision with pedestrian,SKC,passenger car,Driver,45 to 49 years,Male,440586.0,4473520.0,False,1,-3.700247812266729,40.410178458604534
2025S062637,2025-05-27T21:00:00Z,"CALLE ESPERANZA, 7",,7,Centro,1,Collision with pedestrian,SKC,passenger car,Pedestrian,30 to 34 years,Male,440586.0,4473520.0,False,2,-3.700247812266729,40.410178458604534
2025S062644,2025-05-27T20:18:00Z,"AUTOV. A-3, +00400S",,+00400S,Puente de Vallecas,13,Side collision,SKC,Motocicleta hasta 125cc,Driver,45 to 49 years,Male,444053.0,4473005.0,False,1,-3.659343444939785,40.40577928619496
2025S062644,2025-05-27T20:18:00Z,"AUTOV. A-3, +00400S",,+00400S,Puente de Vallecas,13,Side collision,SKC,passenger car,Driver,30 to 34 years,Female,444053.0,4473005.0,False,2,-3.659343444939785,40.40577928619496
2025S062645,2025-05-27T20:40:00Z,"CALLE LOS CAVILAS, 3",,3,Vicálvaro,19,Front-to-side collision,SKC,Otros vehículos con motor,Driver,45 to 49 years,Male,449895.0,4472497.0,False,1,-3.5904583138433837,40.401574960769324
2025S062645,2025-05-27T20:40:00Z,"CALLE LOS CAVILAS, 3",,3,Vicálvaro,19,Front-to-side collision,SKC,passenger car,Driver,30 to 34 years,Male,449895.0,4472497.0,False,2,-3.5904583138433837,40.401574960769324
2025S062645,2025-05-27T20:40:00Z,"CALLE LOS CAVILAS, 3",,3,Vicálvaro,19,Front-to-side collision,SKC,passenger car,Passenger,25 to 29 years,Female,449895.0,4472497.0,False,3,-3.5904583138433837,40.401574960769324
2025S062665,2025-05-27T20:10:00Z,CALLE CARTAGENA,CALLE MEJICO,80,Salamanca,4,Fall,SKC,Motocicleta hasta 125cc,Driver,25 to 29 years,Male,442978.0,4476585.0,False,1,-3.6723326674216623,40.43795686422137
2025S062665,2025-05-27T20:10:00Z,CALLE CARTAGENA,CALLE MEJICO,80,Salamanca,4,Fall,SKC,passenger car,Driver,30 to 34 years,Male,442978.0,4476585.0,False,2,-3.6723326674216623,40.43795686422137
2025S062665,2025-05-27T20:10:00Z,CALLE CARTAGENA,CALLE MEJICO,80,Salamanca,4,Fall,SKC,passenger car,Passenger,35 to 39 years,Female,442978.0,4476585.0,False,3,-3.6723326674216623,40.43795686422137
2025S062672,2025-05-27T18:34:00Z,AVDA. NICETO ALCALA ZAMORA,CALLE ANA DE AUSTRIA,95,Hortaleza,16,Side collision,SKC,tractor unit,Driver,50 to 54 years,Male,444213.0,4483505.0,False,1,-3.658380507629985,40.50037927483383
2025S062672,2025-05-27T18:34:00Z,AVDA. NICETO ALCALA ZAMORA,CALLE ANA DE AUSTRIA,95,Hortaleza,16,Side collision,SKC,passenger car,Driver,55 to 59 years,Female,444213.0,4483505.0,False,2,-3.658380507629985,40.50037927483383
2025S062703,2025-05-27T21:00:00Z,CALLE HACIENDA DE PAVONES,CALLE FUENTE CARRANTONA,3,Moratalaz,14,Collision with pedestrian,SKC,passenger car,Driver,25 to 29 years,Female,446029.0,4472488.0,False,1,-3.6360135483555514,40.40125227466255
2025S062703,2025-05-27T21:00:00Z,CALLE HACIENDA DE PAVONES,CALLE FUENTE CARRANTONA,3,Moratalaz,14,Collision with pedestrian,SKC,passenger car,Pedestrian,30 to 34 years,Female,446029.0,4472488.0,False,2,-3.6360135483555514,40.40125227466255
2025S062720,2025-05-27T20:55:00Z,"AVDA. CIUDAD DE BARCELONA, 118",,118,Retiro,3,Rear-end collision,SKC,Otros vehículos con motor,Driver,45 to 49 years,Male,442097.0,4472910.0,False,1,-3.682385019330072,40.40478973478472
2025S062720,2025-05-27T20:55:00Z,"AVDA. CIUDAD DE BARCELONA, 118",,118,Retiro,3,Rear-end collision,SKC,passenger car,Driver,60 to 64 years,Female,442097.0,4472910.0,False,2,-3.682385019330072,40.40478973478472
2025S062728,2025-05-27T21:25:00Z,"CALLE ANA DE AUSTRIA, 25",,25,Hortaleza,16,Rear-end collision,SKC,passenger car,Driver,35 to 39 years,Female,444082.0,4482602.0,False,1,-3.659846731389631,40.492235845785316
2025S062728,2025-05-27T21:25:00Z,"CALLE ANA DE AUSTRIA, 25",,25,Hortaleza,16,Rear-end collision,SKC,passenger car,Driver,70 to 74 years,Female,444082.0,4482602.0,False,2,-3.659846731389631,40.492235845785316
2025S062732,2025-05-27T20:37:00Z,AVDA. CONCHA ESPINA,METRO. PRINCIPE DE VERGARA,69,Chamartín,5,Front-to-side collision,SKC,passenger car,Driver,25 to 29 years,Male,442527.0,4478112.0,False,1,-3.677788113191833,40.45168176139744
2025S062732,2025-05-27T20:37:00Z,AVDA. CONCHA ESPINA,METRO. PRINCIPE DE VERGARA,69,Chamartín,5,Front-to-side collision,SKC,passenger car,Driver,30 to 34 years,Male,442527.0,4478112.0,False,2,-3.677788113191833,40.45168176139744
2025S062732,2025-05-27T20:37:00Z,AVDA. CONCHA ESPINA,METRO. PRINCIPE DE VERGARA,69,Chamartín,5,Front-to-side collision,SKC,passenger car,Passenger,35 to 39 years,Male,442527.0,4478112.0,False,3,-3.677788113191833,40.45168176139744
2025S062738,2025-05-27T21:00:00Z,"CALLE SANTA POLA, 1",,1,Moncloa-Aravaca,9,Front-to-side collision,,passenger car,Driver,55 to 59 years,Male,437538.0,4475936.0,False,1,-3.7364058023738993,40.43171962235397
2025S062738,2025-05-27T21:00:00Z,"CALLE SANTA POLA, 1",,1,Moncloa-Aravaca,9,Front-to-side collision,,passenger car,Driver,,,437538.0,4475936.0,False,2,-3.7364058023738993,40.43171962235397
2025S062743,2025-05-27T20:15:00Z,AVDA. ARCENTALES,CALLE ESTOCOLMO,22,San Blas-Canillejas,20,Collision with fixed object,SKC,van,Driver,21 to 24 years,Male,449027.0,4476016.0,False,1,-3.6009686678854465,40.43322373323
2025S062751,2025-05-27T20:57:00Z,AVDA. LOGROÑO,CALLE MANUEL AGUILAR MUÑOZ,46,Barajas,21,Side collision,SKC,sport motorcycle,Driver,55 to 59 years,Male,449741.0,4479030.0,False,1,-3.5927895857791485,40.460419171596016
2025S062751,2025-05-27T20:57:00Z,AVDA. LOGROÑO,CALLE MANUEL AGUILAR MUÑOZ,46,Barajas,21,Side collision,SKC,passenger car,Driver,55 to 59 years,Male,449741.0,4479030.0,False,2,-3.5927895857791485,40.460419171596016
2025S062752,2025-05-27T22:00:00Z,CALLE SAN HILARIO,CALLE CARTAGO,1,San Blas-Canillejas,20,Front-to-side collision,SKC,truck,Driver,55 to 59 years,Male,448562.0,4477392.0,False,1,-3.606562099608125,40.44559095441212
2025S062752,2025-05-27T22:00:00Z,CALLE SAN HILARIO,CALLE CARTAGO,1,San Blas-Canillejas,20,Front-to-side collision,SKC,van,Driver,45 to 49 years,Male,448562.0,4477392.0,False,2,-3.606562099608125,40.44559095441212
2025S062752,2025-05-27T22:00:00Z,CALLE SAN HILARIO,CALLE CARTAGO,1,San Blas-Canillejas,20,Front-to-side collision,SKC,passenger car,Driver,35 to 39 years,Male,448562.0,4477392.0,False,3,-3.606562099608125,40.44559095441212
2025S062775,2025-05-27T23:15:00Z,"CALLE GENERAL RICARDOS, 115",,115,Carabanchel,11,Fall,SKC,truck,Driver,50 to 54 years,Male,438339.0,4471506.0,False,1,-3.7265336813227785,40.39187202586865
2025S062775,2025-05-27T23:15:00Z,"CALLE GENERAL RICARDOS, 115",,115,Carabanchel,11,Fall,SKC,moped,Driver,18 to 20 years,Female,438339.0,4471506.0,False,2,-3.7265336813227785,40.39187202586865
2025S062775,2025-05-27T23:15:00Z,"CALLE GENERAL RICARDOS, 115",,115,Carabanchel,11,Fall,SKC,passenger car,Driver,21 to 24 years,Male,438339.0,4471506.0,False,3,-3.7265336813227785,40.39187202586865
2025S062775,2025-05-27T23:15:00Z,"CALLE GENERAL RICARDOS, 115",,115,Carabanchel,11,Fall,SKC,passenger car,Driver,25 to 29 years,Male,438339.0,4471506.0,False,4,-3.7265336813227785,40.39187202586865
2025S062775,2025-05-27T23:15:00Z,"CALLE GENERAL RICARDOS, 115",,115,Carabanchel,11,Fall,SKC,passenger car,Passenger,25 to 29 years,Male,438339.0,4471506.0,False,5,-3.7265336813227785,40.39187202586865
2025S062775,2025-05-27T23:15:00Z,"CALLE GENERAL RICARDOS, 115",,115,Carabanchel,11,Fall,SKC,passenger car,Passenger,55 to 59 years,Female,438339.0,4471506.0,False,6,-3.7265336813227785,40.39187202586865
2025S062783,2025-05-28T00:00:00Z,CALLE NUÑEZ DE ARCE,PLAZA. SANTA ANA,1,Centro,1,Collision with pedestrian,SKC,passenger car,Driver,,,440495.0,4474062.0,False,1,-3.701370946333546,40.415054555858596
2025S062783,2025-05-28T00:00:00Z,CALLE NUÑEZ DE ARCE,PLAZA. SANTA ANA,1,Centro,1,Collision with pedestrian,SKC,passenger car,Pedestrian,25 to 29 years,Male,440495.0,4474062.0,False,2,-3.701370946333546,40.415054555858596
2025S062787,2025-05-27T23:15:00Z,"CALLE MARQUES DE ZAFRA, 19",,19,Salamanca,4,Collision with fixed object,SKC,van,Driver,,,443815.0,4475241.0,False,1,-3.662345627313044,40.42590637756513
2025S062787,2025-05-27T23:15:00Z,"CALLE MARQUES DE ZAFRA, 19",,19,Salamanca,4,Collision with fixed object,SKC,passenger car,Driver,70 to 74 years,Male,443815.0,4475241.0,False,2,-3.662345627313044,40.42590637756513
2025S062788,2025-05-27T23:00:00Z,"AEROP. TERMINAL T-1, 0",,0,Barajas,21,Side collision,SKC,tractor unit,Driver,30 to 34 years,Male,451606.0,4479622.0,False,1,-3.5708386801879834,40.46586299234666
2025S062788,2025-05-27T23:00:00Z,"AEROP. TERMINAL T-1, 0",,0,Barajas,21,Side collision,SKC,passenger car,Driver,40 to 44 years,Male,451606.0,4479622.0,False,2,-3.5708386801879834,40.46586299234666
2025S062789,2025-05-28T01:20:00Z,"CALLE ORENSE, 81",,81,Tetuán,6,Side collision,,passenger car,Driver,45 to 49 years,Male,441132.0,4479017.0,False,1,-3.6943223535647745,40.45973676224477
2025S062789,2025-05-28T01:20:00Z,"CALLE ORENSE, 81",,81,Tetuán,6,Side collision,,passenger car,Driver,55 to 59 years,Male,441132.0,4479017.0,False,2,-3.6943223535647745,40.45973676224477
2025S062800,2025-05-28T00:05:00Z,"CALLE CAMINO VIEJO DE LEGANES, 135",,135,Carabanchel,11,Front-to-side collision,,passenger car,Driver,18 to 20 years,Male,438158.0,4470711.0,False,1,-3.7285890070173244,40.384696876325826
2025S062800,2025-05-28T00:05:00Z,"CALLE CAMINO VIEJO DE LEGANES, 135",,135,Carabanchel,11,Front-to-side collision,,passenger car,Driver,21 to 24 years,Male,438158.0,4470711.0,False,2,-3.7285890070173244,40.384696876325826
2025S062800,2025-05-28T00:05:00Z,"CALLE CAMINO VIEJO DE LEGANES, 135",,135,Carabanchel,11,Front-to-side collision,,passenger car,Passenger,18 to 20 years,Female,438158.0,4470711.0,False,3,-3.7285890070173244,40.384696876325826
2025S062804,2025-05-28T02:47:00Z,"TRVA. FELIPE DE DIEGO, 27",,27,Puente de Vallecas,13,Collision with fixed object,SKC,passenger car,Driver,,,443949.0,4470001.0,False,1,-3.660304638994674,40.378710484332245
2025S062804,2025-05-28T02:47:00Z,"TRVA. FELIPE DE DIEGO, 27",,27,Puente de Vallecas,13,Collision with fixed object,SKC,passenger car,Driver,,,443949.0,4470001.0,False,2,-3.660304638994674,40.378710484332245
2025S062806,2025-05-28T01:15:00Z,"CALLE COMANDANTE FONTANES, 1",,1,Carabanchel,11,Collision with fixed object,SKC,passenger car,Driver,35 to 39 years,Male,438702.0,4471887.0,False,1,-3.7222935540797124,40.39533104604655
2025S062806,2025-05-28T01:15:00Z,"CALLE COMANDANTE FONTANES, 1",,1,Carabanchel,11,Collision with fixed object,SKC,passenger car,Driver,,,438702.0,4471887.0,False,2,-3.7222935540797124,40.39533104604655
2025S062814,2025-05-28T05:44:00Z,CALLE RAIMUNDO FERNANDEZ VILLAVERDE,gta cuatro caminos,2,Chamberí,7,Front-to-side collision,SKC,passenger car,Driver,55 to 59 years,Male,440323.0,4477584.0,False,1,-3.7037287883245202,40.44676999937942
2025S062814,2025-05-28T05:44:00Z,CALLE RAIMUNDO FERNANDEZ VILLAVERDE,gta cuatro caminos,2,Chamberí,7,Front-to-side collision,SKC,passenger car,Driver,60 to 64 years,Male,440323.0,4477584.0,False,2,-3.7037287883245202,40.44676999937942
2025S062814,2025-05-28T05:44:00Z,CALLE RAIMUNDO FERNANDEZ VILLAVERDE,gta cuatro caminos,2,Chamberí,7,Front-to-side collision,SKC,passenger car,Passenger,35 to 39 years,Female,440323.0,4477584.0,False,3,-3.7037287883245202,40.44676999937942
2025S062816,2025-05-27T10:15:00Z,"CALLE SANDALIO LOPEZ, 38",,38,Fuencarral-El Pardo,8,Side collision,SKC,van,Driver,18 to 20 years,Male,441408.0,4482771.0,False,1,-3.691414112236358,40.4935738082497
2025S062816,2025-05-27T10:15:00Z,"CALLE SANDALIO LOPEZ, 38",,38,Fuencarral-El Pardo,8,Side collision,SKC,passenger car,Driver,,,441408.0,4482771.0,False,2,-3.691414112236358,40.4935738082497
2025S062847,2025-05-28T07:52:00Z,"AVDA. GRAN VIA DE HORTALEZA, 90",,90,Hortaleza,16,Rear-end collision,SKC,truck,Driver,45 to 49 years,Male,445440.0,4480026.0,False,1,-3.6436012902739967,40.46912037243413
2025S062847,2025-05-28T07:52:00Z,"AVDA. GRAN VIA DE HORTALEZA, 90",,90,Hortaleza,16,Rear-end collision,SKC,truck,Passenger,21 to 24 years,Male,445440.0,4480026.0,False,2,-3.6436012902739967,40.46912037243413
2025S062847,2025-05-28T07:52:00Z,"AVDA. GRAN VIA DE HORTALEZA, 90",,90,Hortaleza,16,Rear-end collision,SKC,Otros vehículos con motor,Driver,35 to 39 years,Male,445440.0,4480026.0,False,3,-3.6436012902739967,40.46912037243413
2025S062860,2025-05-28T07:50:00Z,"CALLE ARTURO SORIA, 18",,18,Ciudad Lineal,15,Collision with pedestrian,SKC,passenger car,Driver,40 to 44 years,Male,445724.0,4476893.0,False,1,-3.6399835183433096,40.440915255970545
2025S062860,2025-05-28T07:50:00Z,"CALLE ARTURO SORIA, 18",,18,Ciudad Lineal,15,Collision with pedestrian,SKC,passenger car,Pedestrian,30 to 34 years,Female,445724.0,4476893.0,False,2,-3.6399835183433096,40.440915255970545
2025S062860,2025-05-28T07:50:00Z,"CALLE ARTURO SORIA, 18",,18,Ciudad Lineal,15,Collision with pedestrian,SKC,passenger car,Pedestrian,35 to 39 years,Female,445724.0,4476893.0,False,3,-3.6399835183433096,40.440915255970545
2025S062862,2025-05-28T07:50:00Z,PLAZA. GENERAL MAROTO,CALLE JAIME EL CONQUISTADOR,1,Arganzuela,2,Front-to-side collision,SKC,tractor unit,Driver,35 to 39 years,Male,440715.0,4471699.0,False,1,-3.69855794124221,40.3937831700997
2025S062862,2025-05-28T07:50:00Z,PLAZA. GENERAL MAROTO,CALLE JAIME EL CONQUISTADOR,1,Arganzuela,2,Front-to-side collision,SKC,passenger car,Driver,35 to 39 years,Male,440715.0,4471699.0,False,2,-3.69855794124221,40.3937831700997
2025S062862,2025-05-28T07:50:00Z,PLAZA. GENERAL MAROTO,CALLE JAIME EL CONQUISTADOR,1,Arganzuela,2,Front-to-side collision,SKC,passenger car,Passenger,21 to 24 years,Female,440715.0,4471699.0,False,3,-3.69855794124221,40.3937831700997
2025S062863,2025-05-28T09:18:00Z,CALLE ARRIAZA,CALLE IRUN,18,Moncloa-Aravaca,9,Side collision,SKC,truck,Driver,35 to 39 years,Male,439226.0,4474833.0,False,1,-3.7164009134464795,40.42190836916205
2025S062863,2025-05-28T09:18:00Z,CALLE ARRIAZA,CALLE IRUN,18,Moncloa-Aravaca,9,Side collision,SKC,passenger car,Driver,40 to 44 years,Male,439226.0,4474833.0,False,2,-3.7164009134464795,40.42190836916205
2025S062864,2025-05-28T09:00:00Z,"CALLE PRINCIPE DE VERGARA, 103",,103,Chamartín,5,Side collision,SKC,electric bicycle,Driver,40 to 44 years,Male,442404.0,4476631.0,False,1,-3.679104284086675,40.43833169790498
2025S062864,2025-05-28T09:00:00Z,"CALLE PRINCIPE DE VERGARA, 103",,103,Chamartín,5,Side collision,SKC,passenger car,Driver,50 to 54 years,Male,442404.0,4476631.0,False,2,-3.679104284086675,40.43833169790498
2025S062865,2025-05-28T08:00:00Z,"PASEO. EMBARCADERO, 1",,1,Moncloa-Aravaca,9,Collision with animal,SKC,bicycle,Driver,35 to 39 years,Female,438257.0,4474443.0,False,1,-3.7277847080889437,40.41832374678503
2025S062866,2025-05-28T09:45:00Z,CALLE O'DONNELL,AVDA. MENENDEZ PELAYO,7,Salamanca,4,Side collision,SKC,passenger car,Driver,25 to 29 years,Female,442270.0,4474772.0,False,1,-3.6805153178178895,40.421575614797796
2025S062866,2025-05-28T09:45:00Z,CALLE O'DONNELL,AVDA. MENENDEZ PELAYO,7,Salamanca,4,Side collision,SKC,passenger car,Driver,55 to 59 years,Female,442270.0,4474772.0,False,2,-3.6805153178178895,40.421575614797796
2025S062866,2025-05-28T09:45:00Z,CALLE O'DONNELL,AVDA. MENENDEZ PELAYO,7,Salamanca,4,Side collision,SKC,passenger car,Passenger,60 to 64 years,Female,442270.0,4474772.0,False,3,-3.6805153178178895,40.421575614797796
2025S062867,2025-05-28T08:45:00Z,AVDA. RAFAELA YBARRA,CALLE CRISTO DE LA VICTORIA,37,Usera,12,Front-to-side collision,SKC,bus,Driver,45 to 49 years,Male,439580.0,4470032.0,False,1,-3.711772628999823,40.37868443347805
2025S062867,2025-05-28T08:45:00Z,AVDA. RAFAELA YBARRA,CALLE CRISTO DE LA VICTORIA,37,Usera,12,Front-to-side collision,SKC,passenger car,Driver,45 to 49 years,Female,439580.0,4470032.0,False,2,-3.711772628999823,40.37868443347805
2025S062868,2025-05-28T08:30:00Z,"AUTOV. M-23, 0",,0,Moratalaz,14,Side collision,SKC,truck,Driver,,,444771.0,4474201.0,False,1,-3.6509860484233676,40.416601485987904
2025S062868,2025-05-28T08:30:00Z,"AUTOV. M-23, 0",,0,Moratalaz,14,Side collision,SKC,off-road vehicle,Driver,35 to 39 years,Female,444771.0,4474201.0,False,2,-3.6509860484233676,40.416601485987904
2025S062869,2025-05-28T08:00:00Z,"CALLE DOCTOR ESQUERDO, 105",,105,Retiro,3,Rear-end collision,SKC,sport motorcycle,Driver,25 to 29 years,Male,443204.0,4474036.0,False,1,-3.6694404178851125,40.415009611285136
2025S062869,2025-05-28T08:00:00Z,"CALLE DOCTOR ESQUERDO, 105",,105,Retiro,3,Rear-end collision,SKC,passenger car,Driver,35 to 39 years,Female,443204.0,4474036.0,False,2,-3.6694404178851125,40.415009611285136
2025S062870,2025-05-28T10:30:00Z,CALLE FUENTE DE LIMA,AUTOV. A-5,1,Latina,10,Collision with pedestrian,SKC,Motocicleta hasta 125cc,Driver,35 to 39 years,Male,433468.0,4470672.0,False,1,-3.7838352493862466,40.383984235098524
2025S062870,2025-05-28T10:30:00Z,CALLE FUENTE DE LIMA,AUTOV. A-5,1,Latina,10,Collision with pedestrian,SKC,Motocicleta hasta 125cc,Pedestrian,65 to 69 years,Male,433468.0,4470672.0,False,2,-3.7838352493862466,40.383984235098524
2025S062871,2025-05-28T09:30:00Z,PLAZA. JUAN DE MALASAÑA,CALLE REAL DE ARGANDA,2,Villa de Vallecas,18,Collision with fixed object,,moped,Driver,,,447279.0,4470098.0,False,1,-3.6210861000433634,40.37980165393147
2025S062871,2025-05-28T09:30:00Z,PLAZA. JUAN DE MALASAÑA,CALLE REAL DE ARGANDA,2,Villa de Vallecas,18,Collision with fixed object,,tractor unit,Driver,55 to 59 years,Male,447279.0,4470098.0,False,2,-3.6210861000433634,40.37980165393147
2025S062872,2025-05-28T08:35:00Z,"CALLE BRAVO MURILLO, 260",,260,Tetuán,6,Rear-end collision,SKC,passenger car,Driver,35 to 39 years,Male,440769.0,4479086.0,False,1,-3.6986099180569783,40.46033254757978
2025S062872,2025-05-28T08:35:00Z,"CALLE BRAVO MURILLO, 260",,260,Tetuán,6,Rear-end collision,SKC,passenger car,Driver,40 to 44 years,Female,440769.0,4479086.0,False,2,-3.6986099180569783,40.46033254757978
2025S062873,2025-05-28T09:45:00Z,"AUTOV. M-30, 04FT04",,04FT04,Latina,10,Multi-vehicle collision,,passenger car,Driver,35 to 39 years,Female,438075.0,4473992.0,False,1,-3.729885931021808,40.414247425944026
2025S062873,2025-05-28T09:45:00Z,"AUTOV. M-30, 04FT04",,04FT04,Latina,10,Multi-vehicle collision,,passenger car,Driver,45 to 49 years,Male,438075.0,4473992.0,False,2,-3.729885931021808,40.414247425944026
2025S062873,2025-05-28T09:45:00Z,"AUTOV. M-30, 04FT04",,04FT04,Latina,10,Multi-vehicle collision,,passenger car,Driver,Más de 74 years,Male,438075.0,4473992.0,False,3,-3.729885931021808,40.414247425944026
2025S062873,2025-05-28T09:45:00Z,"AUTOV. M-30, 04FT04",,04FT04,Latina,10,Multi-vehicle collision,,passenger car,Passenger,50 to 54 years,Female,438075.0,4473992.0,False,4,-3.729885931021808,40.414247425944026
2025S062873,2025-05-28T09:45:00Z,"AUTOV. M-30, 04FT04",,04FT04,Latina,10,Multi-vehicle collision,,passenger car,Passenger,55 to 59 years,Female,438075.0,4473992.0,False,5,-3.729885931021808,40.414247425944026
2025S062873,2025-05-28T09:45:00Z,"AUTOV. M-30, 04FT04",,04FT04,Latina,10,Multi-vehicle collision,,passenger car,Passenger,Más de 74 years,Female,438075.0,4473992.0,False,6,-3.729885931021808,40.414247425944026
2025S062874,2025-05-28T11:00:00Z,"PLAZA. ALSACIA, 1",,1,San Blas-Canillejas,20,Side collision,,passenger car,Driver,45 to 49 years,Male,447047.0,4474295.0,False,1,-3.6241681288555605,40.41759622665167
2025S062874,2025-05-28T11:00:00Z,"PLAZA. ALSACIA, 1",,1,San Blas-Canillejas,20,Side collision,,passenger car,Driver,55 to 59 years,Female,447047.0,4474295.0,False,2,-3.6241681288555605,40.41759622665167
2025S062875,2025-05-28T09:21:00Z,"AUTOV. M-30, 18NC90",,18NC90,Moncloa-Aravaca,9,Rear-end collision,SKC,Motocicleta hasta 125cc,Driver,35 to 39 years,Male,438418.0,4474892.0,False,1,-3.7259305708037913,40.42238045796743
