num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S057326,2025-05-16T00:00:00Z,7:00:00,"Gta. Santa Maria De La Cabeza, 4",4,2,Arganzuela,Colision Fronto-lateral,,Furgoneta,Pasajero,45-49,F,,,440678,4472527,false,
2025S057326,2025-05-16T00:00:00Z,7:00:00,"Gta. Santa Maria De La Cabeza, 4",4,2,Arganzuela,Colision Fronto-lateral,,Turismo,Conductor,40-44,F,,,440678,4472527,false,
2025S057337,2025-05-16T00:00:00Z,7:30:00,"Autov. M-30, 06xl00",06XL00,15,Ciudad Lineal,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,30-34,M,6,Asistencia sanitaria inmediata en centro de salud o mutua,443991,4475988,false,
2025S057337,2025-05-16T00:00:00Z,7:30:00,"Autov. M-30, 06xl00",06XL00,15,Ciudad Lineal,Alcance,Despejado,Turismo,Conductor,35-39,M,14,Sin asistencia sanitaria,443991,4475988,false,
2025S057337,2025-05-16T00:00:00Z,7:30:00,"Autov. M-30, 06xl00",06XL00,15,Ciudad Lineal,Alcance,Despejado,Turismo,Pasajero,35-39,F,14,Sin asistencia sanitaria,443991,4475988,false,
2025S057344,2025-05-16T00:00:00Z,8:15:00,Autov. M-30,07XL30,15,Ciudad Lineal,Alcance,Despejado,Furgoneta,Conductor,Más74,M,,,444127,4474703,false,
2025S057344,2025-05-16T00:00:00Z,8:15:00,Autov. M-30,07XL30,15,Ciudad Lineal,Alcance,Despejado,Motocicleta > 125cc,Conductor,55-59,M,,,444127,4474703,false,
2025S057345,2025-05-16T00:00:00Z,8:41:00,"Plaza. Alcalde Moreno Torres, 2",2,16,Hortaleza,Alcance,Despejado,Todo terreno,Conductor,35-39,F,,,444331,4482121,false,
2025S057345,2025-05-16T00:00:00Z,8:41:00,"Plaza. Alcalde Moreno Torres, 2",2,16,Hortaleza,Alcance,Despejado,Todo terreno,Pasajero,Menor5,M,,,444331,4482121,false,
2025S057345,2025-05-16T00:00:00Z,8:41:00,"Plaza. Alcalde Moreno Torres, 2",2,16,Hortaleza,Alcance,Despejado,Todo terreno,Pasajero,Menor5,F,,,444331,4482121,false,
2025S057345,2025-05-16T00:00:00Z,8:41:00,"Plaza. Alcalde Moreno Torres, 2",2,16,Hortaleza,Alcance,Despejado,Turismo,Conductor,18-20,F,14,Sin asistencia sanitaria,444331,4482121,false,
2025S057351,2025-05-16T00:00:00Z,9:44:00,Call. Calamina / Call. Aladierna,6,17,Villaverde,Alcance,,Turismo,Conductor,25-29,M,,,439586,4466474,false,
2025S057351,2025-05-16T00:00:00Z,9:44:00,Call. Calamina / Call. Aladierna,6,17,Villaverde,Alcance,,Turismo,Conductor,45-49,M,,,439586,4466474,false,
2025S057359,2025-05-16T00:00:00Z,8:05:00,"Call. Atocha, 123a",123A,1,Centro,Colision Frontal,Despejado,Camión rígido,Conductor,45-49,M,14,Sin asistencia sanitaria,441138,4473481,false,
2025S057359,2025-05-16T00:00:00Z,8:05:00,"Call. Atocha, 123a",123A,1,Centro,Colision Frontal,Despejado,Furgoneta,Conductor,40-44,M,14,Sin asistencia sanitaria,441138,4473481,false,
2025S057361,2025-05-16T00:00:00Z,9:00:00,Call. Prudencio Alvaro / Call. Federico Gutierrez,18,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Conductor,35-39,M,14,Sin asistencia sanitaria,445138,4476475,false,
2025S057361,2025-05-16T00:00:00Z,9:00:00,Call. Prudencio Alvaro / Call. Federico Gutierrez,18,15,Ciudad Lineal,Colision Fronto-lateral,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,445138,4476475,false,
2025S057363,2025-05-16T00:00:00Z,9:35:00,"Call. Cavanilles, 22",22,3,Retiro,Colision Fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,45-49,M,7,Asistencia sanitaria sólo en el lugar del accidente,442561,4473096,false,
2025S057363,2025-05-16T00:00:00Z,9:35:00,"Call. Cavanilles, 22",22,3,Retiro,Colision Fronto-lateral,Despejado,Turismo,Conductor,25-29,F,14,Sin asistencia sanitaria,442561,4473096,false,
2025S057364,2025-05-16T00:00:00Z,10:15:00,Call. Nanclares De Oca / Call. Belfast,1,20,San Blas-canillejas,Choque Contra Obstaculo Fijo,Despejado,Camión rígido,Conductor,40-44,M,,,451013,4477319,false,
2025S057364,2025-05-16T00:00:00Z,10:15:00,Call. Nanclares De Oca / Call. Belfast,1,20,San Blas-canillejas,Choque Contra Obstaculo Fijo,Despejado,Todo terreno,Conductor,50-54,M,,,451013,4477319,false,
2025S057408,2025-05-16T00:00:00Z,10:00:00,"Avda. Gran Via Del Este, 80",80,18,Villa De Vallecas,Colision Fronto-lateral,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,447297,4470631,false,
2025S057408,2025-05-16T00:00:00Z,10:00:00,"Avda. Gran Via Del Este, 80",80,18,Villa De Vallecas,Colision Fronto-lateral,Despejado,Turismo,Conductor,45-49,F,14,Sin asistencia sanitaria,447297,4470631,false,
2025S057411,2025-05-16T00:00:00Z,11:10:00,"Call. Valmojado, 217",217,10,Latina,Colision Frontal,,Turismo,Conductor,25-29,M,,,435683,4471222,false,
2025S057411,2025-05-16T00:00:00Z,11:10:00,"Call. Valmojado, 217",217,10,Latina,Colision Frontal,,Turismo,Conductor,35-39,M,,,435683,4471222,false,
2025S057422,2025-05-16T00:00:00Z,9:55:00,"Call. Azcona, 3",3,4,Salamanca,Colision Lateral,Despejado,Turismo,Conductor,25-29,M,14,Sin asistencia sanitaria,442998,4476034,false,
2025S057422,2025-05-16T00:00:00Z,9:55:00,"Call. Azcona, 3",3,4,Salamanca,Colision Lateral,Despejado,Turismo,Conductor,35-39,F,14,Sin asistencia sanitaria,442998,4476034,false,
2025S057437,2025-05-16T00:00:00Z,10:45:00,"Call. Toledo, 52",52,1,Centro,Otro,Despejado,Autobús,Conductor,50-54,M,14,Sin asistencia sanitaria,439923,4473701,false,
2025S057437,2025-05-16T00:00:00Z,10:45:00,"Call. Toledo, 52",52,1,Centro,Otro,Despejado,Autobús,Pasajero,45-49,F,1,Atención en urgencias sin posterior ingreso,439923,4473701,false,
2025S057439,2025-05-16T00:00:00Z,12:00:00,"Autov. M-30, 07xc50",07XC50,15,Ciudad Lineal,Colision Lateral,Despejado,Tractocamión,Conductor,50-54,M,,,444128,4474506,false,
2025S057439,2025-05-16T00:00:00Z,12:00:00,"Autov. M-30, 07xc50",07XC50,15,Ciudad Lineal,Colision Lateral,Despejado,Turismo,Conductor,25-29,M,,,444128,4474506,false,
2025S057440,2025-05-16T00:00:00Z,11:18:00,Call. Aviador Zorita / Call. Palencia,25,6,Tetuan,Atropello A Persona,Despejado,Furgoneta,Conductor,25-29,M,14,Sin asistencia sanitaria,440783,4477880,false,
2025S057440,2025-05-16T00:00:00Z,11:18:00,Call. Aviador Zorita / Call. Palencia,25,6,Tetuan,Atropello A Persona,Despejado,Furgoneta,Pasajero,35-39,M,14,Sin asistencia sanitaria,440783,4477880,false,
2025S057440,2025-05-16T00:00:00Z,11:18:00,Call. Aviador Zorita / Call. Palencia,25,6,Tetuan,Atropello A Persona,Despejado,Furgoneta,Peatón,70-74,F,1,Atención en urgencias sin posterior ingreso,440783,4477880,false,
2025S057440,2025-05-16T00:00:00Z,11:18:00,Call. Aviador Zorita / Call. Palencia,25,6,Tetuan,Atropello A Persona,Despejado,Furgoneta,Peatón,Más74,F,7,Asistencia sanitaria sólo en el lugar del accidente,440783,4477880,false,
2025S057441,2025-05-16T00:00:00Z,12:05:00,Paseo. Delicias / Call. Tortosa,9,2,Arganzuela,Atropello A Persona,Despejado,Autobús,Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,441182,4473071,false,
2025S057441,2025-05-16T00:00:00Z,12:05:00,Paseo. Delicias / Call. Tortosa,9,2,Arganzuela,Atropello A Persona,Despejado,Autobús,Peatón,Más74,F,3,Ingreso superior a 24 horas,441182,4473071,false,
2025S057443,2025-05-16T00:00:00Z,12:10:00,Paseo De La Florida Con Glorieta De San Vicente,1,9,Moncloa-aravaca,Colision Lateral,Despejado,Turismo,Conductor,35-39,F,,,438863,4474705,false,
2025S057443,2025-05-16T00:00:00Z,12:10:00,Paseo De La Florida Con Glorieta De San Vicente,1,9,Moncloa-aravaca,Colision Lateral,Despejado,Vehículo articulado,Conductor,40-44,M,,,438863,4474705,false,
2025S057444,2025-05-16T00:00:00Z,12:30:00,"Avda. Espinela, 29",29,17,Villaverde,Atropello A Persona,Despejado,Turismo,Conductor,Más74,M,14,Sin asistencia sanitaria,439706,4466160,false,
2025S057444,2025-05-16T00:00:00Z,12:30:00,"Avda. Espinela, 29",29,17,Villaverde,Atropello A Persona,Despejado,Turismo,Peatón,35-39,F,6,Asistencia sanitaria inmediata en centro de salud o mutua,439706,4466160,false,
2025S057466,2025-05-16T00:00:00Z,12:40:00,"Call. Conde De Cartagena, 15",15,3,Retiro,Solo Salida De La Via,,Turismo,Conductor,55-59,M,,,442749,4473296,false,
2025S057470,2025-05-16T00:00:00Z,12:15:00,"Call. Redecilla Del Camino, 9",9,8,Fuencarral-el Pardo,Colision Fronto-lateral,Despejado,Turismo,Conductor,45-49,F,14,Sin asistencia sanitaria,443287,4484171,false,
2025S057470,2025-05-16T00:00:00Z,12:15:00,"Call. Redecilla Del Camino, 9",9,8,Fuencarral-el Pardo,Colision Fronto-lateral,Despejado,Turismo,Conductor,60-64,F,14,Sin asistencia sanitaria,443287,4484171,false,
2025S057471,2025-05-16T00:00:00Z,13:00:00,"Ctra. Barrio De La Fortuna, 8",8,10,Latina,Alcance,Despejado,Turismo,Conductor,18-20,F,2,Ingreso inferior o igual a 24 horas,434955,4469132,false,
2025S057471,2025-05-16T00:00:00Z,13:00:00,"Ctra. Barrio De La Fortuna, 8",8,10,Latina,Alcance,Despejado,Turismo,Conductor,55-59,M,14,Sin asistencia sanitaria,434955,4469132,false,
2025S057473,2025-05-16T00:00:00Z,13:40:00,"Autov. M-30, 08nc20",08NC20,3,Retiro,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,60-64,M,6,Asistencia sanitaria inmediata en centro de salud o mutua,443855,4473856,false,
2025S057473,2025-05-16T00:00:00Z,13:40:00,"Autov. M-30, 08nc20",08NC20,3,Retiro,Alcance,Despejado,Turismo,Conductor,Más74,M,14,Sin asistencia sanitaria,443855,4473856,false,
2025S057473,2025-05-16T00:00:00Z,13:40:00,"Autov. M-30, 08nc20",08NC20,3,Retiro,Alcance,Despejado,Turismo,Pasajero,Más74,F,14,Sin asistencia sanitaria,443855,4473856,false,
2025S057474,2025-05-16T00:00:00Z,12:45:00,"Call. Capitan Blanco Argibay, 21",21,6,Tetuan,Atropello A Persona,Despejado,Turismo,Conductor,21-24,M,14,Sin asistencia sanitaria,440849,4479622,false,
2025S057474,2025-05-16T00:00:00Z,12:45:00,"Call. Capitan Blanco Argibay, 21",21,6,Tetuan,Atropello A Persona,Despejado,Turismo,Peatón,Más74,F,7,Asistencia sanitaria sólo en el lugar del accidente,440849,4479622,false,
2025S057475,2025-05-16T00:00:00Z,14:00:00,Call. Tembleque / Avda. Padre Piquer,4,10,Latina,Colision Fronto-lateral,Despejado,Turismo,Conductor,50-54,F,,,434938,4471419,false,
2025S057475,2025-05-16T00:00:00Z,14:00:00,Call. Tembleque / Avda. Padre Piquer,4,10,Latina,Colision Fronto-lateral,Despejado,Turismo,Conductor,60-64,M,,,434938,4471419,false,
2025S057475,2025-05-16T00:00:00Z,14:00:00,Call. Tembleque / Avda. Padre Piquer,4,10,Latina,Colision Fronto-lateral,Despejado,Turismo,Pasajero,55-59,F,,,434938,4471419,false,
2025S057476,2025-05-16T00:00:00Z,14:00:00,"Avda. Euro, 4",4,11,Carabanchel,Colision Fronto-lateral,Despejado,Turismo,Conductor,35-39,M,14,Sin asistencia sanitaria,437294,4469452,false,
2025S057476,2025-05-16T00:00:00Z,14:00:00,"Avda. Euro, 4",4,11,Carabanchel,Colision Fronto-lateral,Despejado,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,437294,4469452,false,
2025S057476,2025-05-16T00:00:00Z,14:00:00,"Avda. Euro, 4",4,11,Carabanchel,Colision Fronto-lateral,Despejado,Turismo,Pasajero,25-29,F,7,Asistencia sanitaria sólo en el lugar del accidente,437294,4469452,false,
2025S057477,2025-05-16T00:00:00Z,13:35:00,"Call. Esfinge, 66",66,20,San Blas-canillejas,Colision Frontal,,Turismo,Conductor,Desconocido,Desconocido,,,448332,4476975,false,
2025S057480,2025-05-16T00:00:00Z,14:55:00,"Call. Princesa, 89",89,9,Moncloa-aravaca,Alcance,Despejado,Turismo,Conductor,60-64,M,,,439009,4476259,false,
2025S057486,2025-05-16T00:00:00Z,14:20:00,Avda. Poblados / Call. Pilar,15,10,Latina,Colision Lateral,,Bicicleta,Conductor,50-54,M,,,434613,4471633,false,
2025S057486,2025-05-16T00:00:00Z,14:20:00,Avda. Poblados / Call. Pilar,15,10,Latina,Colision Lateral,,Turismo,Conductor,70-74,M,,,434613,4471633,false,
2025S057497,2025-05-16T00:00:00Z,14:30:00,"Paseo. Imperial, 85",85,2,Arganzuela,Alcance,,Motocicleta hasta 125cc,Conductor,30-34,F,,,439298,4472697,false,
2025S057497,2025-05-16T00:00:00Z,14:30:00,"Paseo. Imperial, 85",85,2,Arganzuela,Alcance,,Motocicleta hasta 125cc,Pasajero,30-34,F,,,439298,4472697,false,
2025S057497,2025-05-16T00:00:00Z,14:30:00,"Paseo. Imperial, 85",85,2,Arganzuela,Alcance,,Turismo,Conductor,Desconocido,Desconocido,,,439298,4472697,false,
2025S057500,2025-05-16T00:00:00Z,16:00:00,"Call. Padre Llanos, 12a",12A,13,Puente De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,55-59,M,,,444171,4469635,false,
2025S057502,2025-05-16T00:00:00Z,16:21:00,Gta. Piramides / Paseo. Acacias,2,2,Arganzuela,Colision Fronto-lateral,,Turismo,Conductor,30-34,F,,,439425,4472462,false,
2025S057502,2025-05-16T00:00:00Z,16:21:00,Gta. Piramides / Paseo. Acacias,2,2,Arganzuela,Colision Fronto-lateral,,Turismo,Conductor,45-49,F,,,439425,4472462,false,
2025S057504,2025-05-16T00:00:00Z,14:20:00,Autov. M-23 / Autov. M-30,0,14,Moratalaz,Alcance,Despejado,Turismo,Conductor,25-29,F,1,Atención en urgencias sin posterior ingreso,443976,4474500,false,
2025S057504,2025-05-16T00:00:00Z,14:20:00,Autov. M-23 / Autov. M-30,0,14,Moratalaz,Alcance,Despejado,Turismo,Conductor,45-49,M,1,Atención en urgencias sin posterior ingreso,443976,4474500,false,
2025S057504,2025-05-16T00:00:00Z,14:20:00,Autov. M-23 / Autov. M-30,0,14,Moratalaz,Alcance,Despejado,Turismo,Pasajero,21-24,M,14,Sin asistencia sanitaria,443976,4474500,false,
2025S057506,2025-05-16T00:00:00Z,16:35:00,"Avda. Aragon, 400",400,20,San Blas-canillejas,Otro,,Turismo,Conductor,35-39,M,,,452531,4477769,false,
2025S057507,2025-05-16T00:00:00Z,16:15:00,"Call. Fuente Carrantona, 38",38,14,Moratalaz,Alcance,Despejado,Furgoneta,Conductor,45-49,M,14,Sin asistencia sanitaria,446561,4473474,false,
2025S057507,2025-05-16T00:00:00Z,16:15:00,"Call. Fuente Carrantona, 38",38,14,Moratalaz,Alcance,Despejado,Turismo,Conductor,30-34,F,6,Asistencia sanitaria inmediata en centro de salud o mutua,446561,4473474,false,
2025S057507,2025-05-16T00:00:00Z,16:15:00,"Call. Fuente Carrantona, 38",38,14,Moratalaz,Alcance,Despejado,Turismo,Pasajero,Menor5,M,14,Sin asistencia sanitaria,446561,4473474,false,
2025S057518,2025-05-16T00:00:00Z,16:50:00,Cmno. Viejo De Vicalvaro / Avda. Doctor Garcia Tapia,7,19,Vicalvaro,Alcance,Despejado,Furgoneta,Conductor,45-49,M,,,447081,4472969,false,
2025S057518,2025-05-16T00:00:00Z,16:50:00,Cmno. Viejo De Vicalvaro / Avda. Doctor Garcia Tapia,7,19,Vicalvaro,Alcance,Despejado,Turismo,Conductor,55-59,M,,,447081,4472969,false,
2025S057522,2025-05-16T00:00:00Z,17:45:00,Call. Salvador Allende / Call. Patrimonio De La Humanidad,34.0,11,Carabanchel,Alcance,Despejado,Turismo,Conductor,30-34,M,,,435642,4468113,false,
2025S057522,2025-05-16T00:00:00Z,17:45:00,Call. Salvador Allende / Call. Patrimonio De La Humanidad,34.0,11,Carabanchel,Alcance,Despejado,Turismo,Conductor,55-59,M,,,435642,4468113,false,
2025S057523,2025-05-16T00:00:00Z,17:30:00,"Autov. A-3, +00720s",+00720S,13,Puente De Vallecas,Colision Fronto-lateral,,Turismo,Conductor,25-29,F,14,Sin asistencia sanitaria,446923,4471347,false,
2025S057523,2025-05-16T00:00:00Z,17:30:00,"Autov. A-3, +00720s",+00720S,13,Puente De Vallecas,Colision Fronto-lateral,,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,446923,4471347,false,
2025S057523,2025-05-16T00:00:00Z,17:30:00,"Autov. A-3, +00720s",+00720S,13,Puente De Vallecas,Colision Fronto-lateral,,Turismo,Pasajero,40-44,M,,,446923,4471347,false,
2025S057524,2025-05-16T00:00:00Z,18:10:00,Call. Jacometrezo / Plaza. Santo Domingo,15,1,Centro,Colision Lateral,Despejado,Autobús,Conductor,35-39,M,,,439931,4474642,false,
2025S057524,2025-05-16T00:00:00Z,18:10:00,Call. Jacometrezo / Plaza. Santo Domingo,15,1,Centro,Colision Lateral,Despejado,Bicicleta,Conductor,35-39,F,,,439931,4474642,false,
2025S057527,2025-05-16T00:00:00Z,17:52:00,Call. Maiquez / Call. Ibiza,40,3,Retiro,Atropello A Persona,Despejado,Turismo,Pasajero,Menor5,F,14,Sin asistencia sanitaria,442898,4474402,false,
2025S057527,2025-05-16T00:00:00Z,17:52:00,Call. Maiquez / Call. Ibiza,40,3,Retiro,Atropello A Persona,Despejado,Turismo,Peatón,Más74,F,3,Ingreso superior a 24 horas,442898,4474402,false,
2025S057529,2025-05-16T00:00:00Z,17:35:00,"Call. Sierra Carbonera, 62",62,13,Puente De Vallecas,Alcance,Despejado,Turismo,Conductor,40-44,M,,,443580,4471350,false,
2025S057529,2025-05-16T00:00:00Z,17:35:00,"Call. Sierra Carbonera, 62",62,13,Puente De Vallecas,Alcance,Despejado,Turismo,Conductor,55-59,M,,,443580,4471350,false,
2025S057530,2025-05-16T00:00:00Z,15:00:00,Calle Bravo Murillo Numero 150,150,6,Tetuan,Colision Lateral,Despejado,,Conductor,Desconocido,Desconocido,,,440355,4478021,false,
2025S057530,2025-05-16T00:00:00Z,15:00:00,Calle Bravo Murillo Numero 150,150,6,Tetuan,Colision Lateral,Despejado,Motocicleta hasta 125cc,Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,440355,4478021,false,
2025S057531,2025-05-16T00:00:00Z,16:30:00,Call. Maria De Molina / Paseo. Castellana,1,5,Chamartin,Colision Fronto-lateral,Despejado,Autobús,Conductor,40-44,M,14,Sin asistencia sanitaria,441473,4476582,false,
2025S057531,2025-05-16T00:00:00Z,16:30:00,Call. Maria De Molina / Paseo. Castellana,1,5,Chamartin,Colision Fronto-lateral,Despejado,Autobús,Pasajero,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,441473,4476582,false,
2025S057531,2025-05-16T00:00:00Z,16:30:00,Call. Maria De Molina / Paseo. Castellana,1,5,Chamartin,Colision Fronto-lateral,Despejado,Autobús,Pasajero,35-39,F,7,Asistencia sanitaria sólo en el lugar del accidente,441473,4476582,false,
2025S057531,2025-05-16T00:00:00Z,16:30:00,Call. Maria De Molina / Paseo. Castellana,1,5,Chamartin,Colision Fronto-lateral,Despejado,Autobús,Pasajero,70-74,F,7,Asistencia sanitaria sólo en el lugar del accidente,441473,4476582,false,
2025S057531,2025-05-16T00:00:00Z,16:30:00,Call. Maria De Molina / Paseo. Castellana,1,5,Chamartin,Colision Fronto-lateral,Despejado,Turismo,Conductor,25-29,F,14,Sin asistencia sanitaria,441473,4476582,false,
2025S057532,2025-05-16T00:00:00Z,18:00:00,Call. Joaquin Turina / Call. Ricardo Bellver,86,11,Carabanchel,Caida,Despejado,Bicicleta,Conductor,15-17,F,2,Ingreso inferior o igual a 24 horas,435412,4469374,false,
2025S057533,2025-05-16T00:00:00Z,14:15:00,"Avda. Puerta De Hierro, 5",5,9,Moncloa-aravaca,Alcance,Despejado,Turismo,Conductor,35-39,F,,,437959,4477224,false,
2025S057533,2025-05-16T00:00:00Z,14:15:00,"Avda. Puerta De Hierro, 5",5,9,Moncloa-aravaca,Alcance,Despejado,Turismo,Conductor,65-69,F,,,437959,4477224,false,
2025S057533,2025-05-16T00:00:00Z,14:15:00,"Avda. Puerta De Hierro, 5",5,9,Moncloa-aravaca,Alcance,Despejado,Turismo,Conductor,70-74,F,,,437959,4477224,false,
2025S057535,2025-05-16T00:00:00Z,15:59:00,"Call. Casado Del Alisal, 10",10,3,Retiro,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,25-29,M,7,Asistencia sanitaria sólo en el lugar del accidente,441457,4473933,false,
2025S057535,2025-05-16T00:00:00Z,15:59:00,"Call. Casado Del Alisal, 10",10,3,Retiro,Alcance,Despejado,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,441457,4473933,false,
2025S057536,2025-05-16T00:00:00Z,17:40:00,"Avda. Gran Via De Villaverde, 20",20,17,Villaverde,Alcance,Despejado,Furgoneta,Conductor,30-34,M,14,Sin asistencia sanitaria,440043,4465883,false,
2025S057536,2025-05-16T00:00:00Z,17:40:00,"Avda. Gran Via De Villaverde, 20",20,17,Villaverde,Alcance,Despejado,Turismo,Conductor,50-54,M,2,Ingreso inferior o igual a 24 horas,440043,4465883,false,
2025S057536,2025-05-16T00:00:00Z,17:40:00,"Avda. Gran Via De Villaverde, 20",20,17,Villaverde,Alcance,Despejado,Turismo,Pasajero,50-54,F,14,Sin asistencia sanitaria,440043,4465883,false,
2025S057548,2025-05-16T00:00:00Z,19:15:00,"Avda. Poblados, 167",167,12,Usera,Alcance,,Furgoneta,Conductor,45-49,M,,,439971,4469284,false,
2025S057548,2025-05-16T00:00:00Z,19:15:00,"Avda. Poblados, 167",167,12,Usera,Alcance,,Turismo,Conductor,40-44,M,,,439971,4469284,false,
2025S057549,2025-05-16T00:00:00Z,18:55:00,"Call. Benimamet, 16",16,17,Villaverde,Alcance,,Turismo,Conductor,18-20,M,,,441711,4466117,false,
2025S057549,2025-05-16T00:00:00Z,18:55:00,"Call. Benimamet, 16",16,17,Villaverde,Alcance,,Turismo,Conductor,60-64,M,,,441711,4466117,false,
2025S057550,2025-05-16T00:00:00Z,20:07:00,"Call. Escalona, 107",107,10,Latina,Atropello A Persona,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,434986,4471886,false,
2025S057550,2025-05-16T00:00:00Z,20:07:00,"Call. Escalona, 107",107,10,Latina,Atropello A Persona,Despejado,Turismo,Peatón,10-14,M,7,Asistencia sanitaria sólo en el lugar del accidente,434986,4471886,false,
2025S057551,2025-05-16T00:00:00Z,18:03:00,"Autov. M-30, 29xc97 Gta Jose Moñino",29XC97,8,Fuencarral-el Pardo,Colision Lateral,Despejado,Turismo,Conductor,35-39,F,,,440697,4481713,false,
2025S057551,2025-05-16T00:00:00Z,18:03:00,"Autov. M-30, 29xc97 Gta Jose Moñino",29XC97,8,Fuencarral-el Pardo,Colision Lateral,Despejado,Turismo,Conductor,Más74,M,,,440697,4481713,false,
2025S057551,2025-05-16T00:00:00Z,18:03:00,"Autov. M-30, 29xc97 Gta Jose Moñino",29XC97,8,Fuencarral-el Pardo,Colision Lateral,Despejado,Turismo,Pasajero,6-9,M,,,440697,4481713,false,
2025S057551,2025-05-16T00:00:00Z,18:03:00,"Autov. M-30, 29xc97 Gta Jose Moñino",29XC97,8,Fuencarral-el Pardo,Colision Lateral,Despejado,Turismo,Pasajero,Menor5,M,,,440697,4481713,false,
2025S057555,2025-05-16T00:00:00Z,17:15:00,Call. Serrano / Call. General Oraa,85,4,Salamanca,Alcance,Despejado,Turismo,Conductor,21-24,F,,,441788,4476447,false,
2025S057555,2025-05-16T00:00:00Z,17:15:00,Call. Serrano / Call. General Oraa,85,4,Salamanca,Alcance,Despejado,Turismo,Conductor,55-59,F,,,441788,4476447,false,
2025S057556,2025-05-16T00:00:00Z,19:00:00,Call. Doctor Esquerdo / Call. Angel Ganivet,82,3,Retiro,Atropello A Persona,Despejado,Furgoneta,Conductor,65-69,M,14,Sin asistencia sanitaria,443136,4473295,false,
2025S057556,2025-05-16T00:00:00Z,19:00:00,Call. Doctor Esquerdo / Call. Angel Ganivet,82,3,Retiro,Atropello A Persona,Despejado,Furgoneta,Peatón,60-64,F,7,Asistencia sanitaria sólo en el lugar del accidente,443136,4473295,false,
2025S057563,2025-05-16T00:00:00Z,20:16:00,"Call. Atocha, 112",112,1,Centro,Colision Fronto-lateral,Despejado,Bicicleta,Conductor,25-29,M,7,Asistencia sanitaria sólo en el lugar del accidente,441150,4473470,false,
2025S057563,2025-05-16T00:00:00Z,20:16:00,"Call. Atocha, 112",112,1,Centro,Colision Fronto-lateral,Despejado,Furgoneta,Conductor,25-29,M,14,Sin asistencia sanitaria,441150,4473470,false,
2025S057566,2025-05-16T00:00:00Z,19:25:00,Call. O'donnell / Autov. M-30,64,3,Retiro,Colision Fronto-lateral,Despejado,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,443747,4474544,false,
2025S057566,2025-05-16T00:00:00Z,19:25:00,Call. O'donnell / Autov. M-30,64,3,Retiro,Colision Fronto-lateral,Despejado,Turismo,Conductor,70-74,M,14,Sin asistencia sanitaria,443747,4474544,false,
2025S057570,2025-05-16T00:00:00Z,20:15:00,"Call. Galatea, 37",37,16,Hortaleza,Atropello A Persona,Despejado,Turismo,Conductor,18-20,M,14,Sin asistencia sanitaria,448352,4478253,false,
2025S057570,2025-05-16T00:00:00Z,20:15:00,"Call. Galatea, 37",37,16,Hortaleza,Atropello A Persona,Despejado,Turismo,Pasajero,15-17,F,14,Sin asistencia sanitaria,448352,4478253,false,
2025S057570,2025-05-16T00:00:00Z,20:15:00,"Call. Galatea, 37",37,16,Hortaleza,Atropello A Persona,Despejado,Turismo,Pasajero,18-20,M,14,Sin asistencia sanitaria,448352,4478253,false,
2025S057570,2025-05-16T00:00:00Z,20:15:00,"Call. Galatea, 37",37,16,Hortaleza,Atropello A Persona,Despejado,Turismo,Pasajero,18-20,F,14,Sin asistencia sanitaria,448352,4478253,false,
2025S057570,2025-05-16T00:00:00Z,20:15:00,"Call. Galatea, 37",37,16,Hortaleza,Atropello A Persona,Despejado,Turismo,Peatón,6-9,F,14,Sin asistencia sanitaria,448352,4478253,false,
2025S057603,2025-05-16T00:00:00Z,21:02:00,"Call. Ramon Gomez De La Serna, 77",77,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,40-44,M,7,Asistencia sanitaria sólo en el lugar del accidente,438303,4481804,false,
2025S057603,2025-05-16T00:00:00Z,21:02:00,"Call. Ramon Gomez De La Serna, 77",77,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,438303,4481804,false,
2025S057617,2025-05-16T00:00:00Z,23:40:00,"Avda. San Diego, 142",142,13,Puente De Vallecas,Colision Lateral,Despejado,Camión rígido,Conductor,50-54,M,,,443554,4470580,true,
