fecha,cod_municipio,municipio,cod_distrito,distrito,same_as_wikidata_distrito,cod_barrio,barrio,num_personas,num_personas_hombres,num_personas_mujeres
2024-01-01T00:00:00Z,28079,madrid,21,Barajas,https://www.wikidata.org/entity/Q807230,215,corralejos,7763,3827,3936
2024-01-01T00:00:00Z,28079,madrid,Todos,Todos,,Todos,todos,3460491,1620768,1839723
2023-01-01T00:00:00Z,28079,madrid,1,Centro,https://www.wikidata.org/entity/Q1763376,1,centro,139687,7077,68917
2023-01-01T00:00:00Z,28079,madrid,2,Arganzuela,https://www.wikidata.org/entity/Q2000929,2,arganzuela,153304,71754,8155
2023-01-01T00:00:00Z,28079,madrid,3,Retiro,https://www.wikidata.org/entity/Q2002296,3,retiro,117918,53458,6446
2023-01-01T00:00:00Z,28079,madrid,4,Salamanca,https://www.wikidata.org/entity/Q1773521,4,salamanca,145702,64452,8125
2023-01-01T00:00:00Z,28079,madrid,5,Chamartín,https://www.wikidata.org/entity/Q1766348,5,chamartin,144796,65245,79551
2023-01-01T00:00:00Z,28079,madrid,6,Tetuán,https://www.wikidata.org/entity/Q1773540,6,tetuan,160002,72938,87064
2023-01-01T00:00:00Z,28079,madrid,7,Chamberí,https://www.wikidata.org/entity/Q1763370,7,chamberi,138204,61149,77055
2023-01-01T00:00:00Z,28079,madrid,8,Fuencarral-el Pardo,https://www.wikidata.org/entity/Q656196,8,fuencarral-elpardo,248443,116944,131499
2023-01-01T00:00:00Z,28079,madrid,9,Moncloa-aravaca,https://www.wikidata.org/entity/Q2017682,9,moncloa-aravaca,121757,56357,654
2023-01-01T00:00:00Z,28079,madrid,10,Latina,https://www.wikidata.org/entity/Q794954,10,latina,241672,112093,129579
2023-01-01T00:00:00Z,28079,madrid,11,Carabanchel,https://www.wikidata.org/entity/Q1001991,11,carabanchel,262339,122632,139707
2023-01-01T00:00:00Z,28079,madrid,12,Usera,https://www.wikidata.org/entity/Q953368,12,usera,142746,67538,75208
2023-01-01T00:00:00Z,28079,madrid,13,Puente De Vallecas,https://www.wikidata.org/entity/Q2003054,13,puentedevallecas,241603,114542,127061
2023-01-01T00:00:00Z,28079,madrid,14,Moratalaz,https://www.wikidata.org/entity/Q2076109,14,moratalaz,92814,42212,50602
2023-01-01T00:00:00Z,28079,madrid,15,Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,ciudadlineal,220345,100759,119586
2023-01-01T00:00:00Z,28079,madrid,16,Hortaleza,https://www.wikidata.org/entity/Q1928529,16,hortaleza,198391,941,104291
2023-01-01T00:00:00Z,28079,madrid,17,Villaverde,https://www.wikidata.org/entity/Q919536,17,villaverde,159038,76131,82907
2023-01-01T00:00:00Z,28079,madrid,18,Villa De Vallecas,https://www.wikidata.org/entity/Q1947988,18,villadevallecas,117501,56726,60775
2023-01-01T00:00:00Z,28079,madrid,19,Vicálvaro,https://www.wikidata.org/entity/Q589403,19,vicalvaro,83804,4058,43224
