Year,No2_Value,Tipo territorio,Value
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,53.9
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,37.5
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
1993,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,17.7
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,25.3
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,16.3
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,24.5
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,19.9
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,24.6
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,22.5
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,24.6
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,23.3
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,17.6
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
1994,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,22.0
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,45.5
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,31.8
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,58.6
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,10.7
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,13.5
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,13.7
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,14.1
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,61.9
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,41.8
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,46.0
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,55.1
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,11.2
1995,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,76.3
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,59.5
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,17.4
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,52.3
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,57.0
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,78.5
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,16.5
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,60.0
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,53.0
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,12.4
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,57.1
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,50.0
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,21.3
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,-
1996,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,60.0
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,18.9
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,53.8
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,53.2
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,60.9
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,18.6
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,48.0
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,63.3
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,47.3
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,39.1
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,-
1997,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,57.5
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,48.3
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,56.6
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,88.5
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,57.8
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,69.1
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,52.1
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,72.1
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,-
1998,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,45.0
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,48.0
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,47.0
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,55.0
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,64.0
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,68.0
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,67.0
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,90.0
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,-
1999,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,48.0
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,56.0
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,33.0
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,37.0
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,46.0
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,53.0
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en M贸stoles,Hauteroche,48.0
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Torrej贸n de Ardoz,Hauteroche,53.0
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Collado Villalba,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Colmenar Viejo,Hauteroche,-
2000,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Algete,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Parla,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Coslada,Hauteroche,39.7
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Getafe,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Rivas-Vaciamadrid,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Mart铆n de Valdeiglesias,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcorc贸n,Hauteroche,57.9
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Aranjuez,Hauteroche,24.4
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Arganda del Rey,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Guadalix de la Sierra,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Orusco,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villarejo de Salvan茅s,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcal谩 de Henares,Hauteroche,37.6
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Alcobendas,Hauteroche,31.3
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Villa del Prado,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Atazar El,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Pozuelo de Alarc贸n,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en las Rozas de Madrid (Las),Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en San Sebasti谩n de los Reyes,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Puerto de Cotos,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Valdemoro,Hauteroche,-
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Fuenlabrada,Hauteroche,42.7
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Legan茅s,Hauteroche,35.1
2001,Valor medio de la contaminaci贸n atmosf茅rica por di贸xido de nitr贸geno en Majadahonda,Hauteroche,43.0
